Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
3352916,SA_0000001688,GLOBAL,GLOBAL,,YEAR,,SEX,SEX_FMLE,2005,,,,,,,2.1 [1.9-2.3],2.09504,1.89508,2.32165,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:02+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6207365,SA_0000001688,UNREGION,199,,YEAR,,SEX,SEX_FMLE,2019,,,,,,,1.1 [0.9-1.2],1.06218,0.92993,1.21348,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:55+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6100466,SA_0000001688,UNREGION,39,,YEAR,,SEX,SEX_FMLE,2000,,,,,,,4.7 [4.0-5.4],4.65688,3.96392,5.44216,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:52+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6178497,SA_0000001688,UNREGION,154,,YEAR,,SEX,SEX_FMLE,2015,,,,,,,4.7 [3.9-5.7],4.73994,3.88371,5.70811,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:54+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6130246,SA_0000001688,UNREGION,722,,YEAR,,SEX,SEX_MLE,2005,,,,,,,7.3 [6.0-8.6],7.27014,6.00349,8.62094,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:56+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6187608,SA_0000001688,COUNTRY,EST,EUR,YEAR,Europe,SEX,SEX_MLE,2015,,,,,,,24.7 [17.7-31.8],24.66382,17.72301,31.8355,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:14+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6130239,SA_0000001688,UNREGION,61,,YEAR,,SEX,SEX_FMLE,2005,,,,,,,1.1 [0.7-1.6],1.10943,0.70114,1.5873,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:53+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6130315,SA_0000001688,COUNTRY,BGR,EUR,YEAR,Europe,SEX,SEX_MLE,2005,,,,,,,17.5 [12.6-22.5],17.45815,12.59879,22.48109,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:08+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6149243,SA_0000001688,UNREGION,143,,YEAR,,SEX,SEX_MLE,2010,,,,,,,4.9 [3.6-6.2],4.86685,3.56939,6.22234,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:54+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6169036,SA_0000001688,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2010,,,,,,,0.1 [0.0-0.7],0.13419,0.0,0.67249,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:29+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6178421,SA_0000001688,COUNTRY,TZA,AFR,YEAR,Africa,SEX,SEX_BTSX,2010,,,,,,,11.9 [8.1-15.9],11.92389,8.05944,15.90168,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:40+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6207386,SA_0000001688,UNREGION,35,,YEAR,,SEX,SEX_FMLE,2019,,,,,,,1.5 [1.2-1.9],1.53261,1.21879,1.86394,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:52+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6120510,SA_0000001688,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_MLE,2000,,,,,,,15.8 [10.7-21.1],15.76148,10.72486,21.11725,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:35+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6187627,SA_0000001688,COUNTRY,GAB,AFR,YEAR,Africa,SEX,SEX_BTSX,2015,,,,,,,8.6 [6.1-11.4],8.60308,6.06739,11.39463,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:15+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6187524,SA_0000001688,COUNTRY,CAF,AFR,YEAR,Africa,SEX,SEX_MLE,2015,,,,,,,3.1 [1.1-5.4],3.11885,1.12564,5.41453,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:09+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6216862,SA_0000001688,COUNTRY,GBR,EUR,YEAR,Europe,SEX,SEX_BTSX,2019,,,,,,,10.8 [7.7-13.9],10.8168,7.72144,13.91715,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:40+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6111132,SA_0000001688,COUNTRY,LAO,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2000,,,,,,,13.0 [7.4-18.2],13.00176,7.40478,18.21746,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:22+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6216980,SA_0000001688,COUNTRY,LKA,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2019,,,,,,,1.0 [0.5-1.6],1.01948,0.50869,1.58344,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:10+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6159352,SA_0000001688,COUNTRY,BRB,AMR,YEAR,Americas,SEX,SEX_MLE,2010,,,,,,,13.7 [8.8-18.8],13.72587,8.81902,18.76272,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:05+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6149267,SA_0000001688,UNREGION,18,,YEAR,,SEX,SEX_MLE,2010,,,,,,,14.4 [10.3-19.0],14.41717,10.26693,19.01289,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:51+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6168982,SA_0000001688,COUNTRY,MNE,EUR,YEAR,Europe,SEX,SEX_MLE,2010,,,,,,,16.9 [12.2-21.9],16.92162,12.22525,21.92568,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:26+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6159329,SA_0000001688,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2010,,,,,,,2.3 [0.7-4.1],2.34833,0.74575,4.13249,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:05+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6100414,SA_0000001688,UNREGION,145,,YEAR,,SEX,SEX_BTSX,2000,,,,,,,1.8 [1.1-2.5],1.75504,1.14285,2.45295,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:54+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6139218,SA_0000001688,REGION,EUR,,YEAR,,SEX,SEX_MLE,2005,,,,,,,17.7 [16.2-19.1],17.65958,16.19133,19.1481,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:42+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6159427,SA_0000001688,COUNTRY,DOM,AMR,YEAR,Americas,SEX,SEX_MLE,2010,,,,,,,10.8 [6.6-15.0],10.77173,6.5911,15.03903,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:13+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6187480,SA_0000001688,COUNTRY,BFA,AFR,YEAR,Africa,SEX,SEX_BTSX,2015,,,,,,,9.7 [6.5-12.9],9.66342,6.4518,12.86532,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:40+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6226240,SA_0000001688,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2019,,,,,,,0.0 [0.0-0.1],0.00506,0.0,0.08272,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:36+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6110966,SA_0000001688,COUNTRY,CYP,EUR,YEAR,Europe,SEX,SEX_FMLE,2000,,,,,,,3.9 [2.7-5.3],3.93107,2.65724,5.31755,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:12+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6226198,SA_0000001688,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2019,,,,,,,0.1 [0.0-0.5],0.10347,0.0,0.47506,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:29+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6168889,SA_0000001688,COUNTRY,ITA,EUR,YEAR,Europe,SEX,SEX_MLE,2010,,,,,,,11.6 [7.5-15.6],11.57386,7.51566,15.64135,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:20+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6187538,SA_0000001688,COUNTRY,CIV,AFR,YEAR,Africa,SEX,SEX_FMLE,2015,,,,,,,0.9 [0.3-1.4],0.86362,0.34401,1.44203,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:20+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6187579,SA_0000001688,COUNTRY,DMA,AMR,YEAR,Americas,SEX,SEX_BTSX,2015,,,,,,,6.3 [3.6-8.9],6.3121,3.62616,8.92443,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:13+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6168970,SA_0000001688,COUNTRY,MKD,EUR,YEAR,Europe,SEX,SEX_MLE,2010,,,,,,,7.1 [3.7-10.7],7.13708,3.69075,10.65598,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:39+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6149071,SA_0000001688,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2005,,,,,,,0.6 [0.2-1.1],0.638,0.22258,1.1237,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:30+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6197036,SA_0000001688,REGION,SEAR,,YEAR,,SEX,SEX_FMLE,2015,,,,,,,1.3 [0.7-1.8],1.26014,0.7199,1.78964,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:43+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6100452,SA_0000001688,UNREGION,21,,YEAR,,SEX,SEX_MLE,2000,,,,,,,14.4 [10.3-18.4],14.38027,10.32543,18.36937,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:51+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6140147,SA_0000001688,COUNTRY,MDV,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2005,,,,,,,0.3 [0.0-0.7],0.31956,0.0,0.71388,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:24+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6168943,SA_0000001688,COUNTRY,LSO,AFR,YEAR,Africa,SEX,SEX_MLE,2010,,,,,,,5.8 [2.9-9.2],5.84702,2.85593,9.21919,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:22+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6187665,SA_0000001688,COUNTRY,HND,AMR,YEAR,Americas,SEX,SEX_MLE,2015,,,,,,,4.6 [2.1-7.3],4.59425,2.08944,7.2957,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:18+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6149109,SA_0000001688,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2005,,,,,,,1.6 [0.5-3.0],1.61736,0.45553,2.96172,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:34+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6187659,SA_0000001688,COUNTRY,GTM,AMR,YEAR,Americas,SEX,SEX_MLE,2015,,,,,,,2.7 [1.0-4.7],2.70249,0.9849,4.69655,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:17+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6140204,SA_0000001688,COUNTRY,NPL,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2005,,,,,,,0.1 [0.0-0.3],0.10109,0.0,0.31236,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:27+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6226146,SA_0000001688,COUNTRY,MNE,EUR,YEAR,Europe,SEX,SEX_MLE,2019,,,,,,,16.9 [12.2-21.7],16.8618,12.24129,21.737,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:26+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6207306,SA_0000001688,REGION,WPR,,YEAR,,SEX,SEX_MLE,2015,,,,,,,11.5 [8.4-14.6],11.46913,8.35925,14.59584,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:43+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6110950,SA_0000001688,COUNTRY,COL,AMR,YEAR,Americas,SEX,SEX_BTSX,2000,,,,,,,5.3 [3.2-7.5],5.33948,3.21208,7.48433,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:10+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6120150,SA_0000001688,COUNTRY,SLV,AMR,YEAR,Americas,SEX,SEX_FMLE,2000,,,,,,,1.3 [0.6-2.0],1.26569,0.63903,1.98771,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:13+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6207461,SA_0000001688,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2019,,,,,,,0.4 [0.2-0.8],0.4113,0.16533,0.77072,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:38+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6187509,SA_0000001688,COUNTRY,BRA,AMR,YEAR,Americas,SEX,SEX_MLE,2015,,,,,,,13.1 [8.9-17.7],13.12965,8.91998,17.66866,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:07+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6207436,SA_0000001688,UNREGION,777,,YEAR,,SEX,SEX_BTSX,2019,,,,,,,10.3 [9.3-11.3],10.25674,9.29337,11.32676,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:57+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6149253,SA_0000001688,UNREGION,151,,YEAR,,SEX,SEX_BTSX,2010,,,,,,,13.1 [11.1-15.1],13.1301,11.11263,15.05131,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:54+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6159332,SA_0000001688,COUNTRY,BHS,AMR,YEAR,Americas,SEX,SEX_BTSX,2010,,,,,,,4.3 [0.4-8.6],4.32577,0.35842,8.61533,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:04+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6226188,SA_0000001688,COUNTRY,NPL,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2019,,,,,,,2.4 [0.5-4.7],2.39524,0.52612,4.68503,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:27+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6110914,SA_0000001688,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2000,,,,,,,3.2 [1.2-5.3],3.15778,1.21143,5.29968,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:06+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6226341,SA_0000001688,COUNTRY,UZB,EUR,YEAR,Europe,SEX,SEX_MLE,2019,,,,,,,4.5 [2.1-7.1],4.53948,2.11813,7.06427,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:41+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6149224,SA_0000001688,COUNTRY,ZMB,AFR,YEAR,Africa,SEX,SEX_FMLE,2005,,,,,,,1.3 [0.7-2.1],1.31742,0.69198,2.08131,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:42+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6226249,SA_0000001688,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2019,,,,,,,1.9 [0.6-3.3],1.87287,0.61056,3.30915,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:34+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6187477,SA_0000001688,COUNTRY,BEN,AFR,YEAR,Africa,SEX,SEX_BTSX,2015,,,,,,,8.1 [5.0-11.4],8.09811,5.04637,11.35418,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:12+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6100509,SA_0000001688,UNREGION,747,,YEAR,,SEX,SEX_MLE,2000,,,,,,,1.8 [1.2-2.5],1.77028,1.22733,2.45893,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:21:56+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6217011,SA_0000001688,COUNTRY,MKD,EUR,YEAR,Europe,SEX,SEX_MLE,2019,,,,,,,7.7 [4.2-11.5],7.65843,4.24725,11.49917,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:40+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6226272,SA_0000001688,COUNTRY,SUR,AMR,YEAR,Americas,SEX,SEX_MLE,2019,,,,,,,10.8 [7.1-14.6],10.76728,7.08085,14.55976,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:36+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6207445,SA_0000001688,REGION,AFR,,YEAR,,SEX,SEX_BTSX,2019,,,,,,,4.5 [4.0-5.1],4.52421,3.98572,5.13451,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:42+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6178429,SA_0000001688,COUNTRY,UKR,EUR,YEAR,Europe,SEX,SEX_MLE,2010,,,,,,,19.4 [13.6-25.2],19.39596,13.63188,25.21947,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:39+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6139285,SA_0000001688,COUNTRY,IRL,EUR,YEAR,Europe,SEX,SEX_BTSX,2005,,,,,,,14.1 [10.8-17.7],14.14072,10.81064,17.68104,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:19+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6159404,SA_0000001688,COUNTRY,CUB,AMR,YEAR,Americas,SEX,SEX_BTSX,2010,,,,,,,5.5 [3.2-8.0],5.49872,3.21711,7.98643,WHO Global Information System on Alcohol and Health (GISAH),2023-03-20T08:23:12+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
